GC.F.Open,GC.F.High,GC.F.Low,GC.F.Close,GC.F.Volume,GC.F.Adjusted
1227,1229.900024,1227,1229.900024,47,1229.900024
1226.699951,1235,1226.699951,1233.599976,21,1233.599976
1238.300049,1238.300049,1235.199951,1235.199951,3,1235.199951
1236.199951,1236.199951,1221.900024,1234.400024,10,1234.400024
1216.199951,1225.699951,1216.199951,1225.699951,5,1225.699951
1218.300049,1218.300049,1215.300049,1215.300049,4,1215.300049
1214.900024,1216.800049,1212.400024,1216.800049,7,1216.800049
1221,1221,1221,1221,5,1221
1218.599976,1218.599976,1216.800049,1218.599976,2,1218.599976
1209.5,1221.199951,1209.5,1221.199951,11,1221.199951
1214.099976,1214.099976,1214.099976,1214.099976,19497,1214.099976
1216.300049,1222.199951,1214.800049,1217.5,6344,1217.5
1214.800049,1218.199951,1204,1210.5,680,1210.5
1207.699951,1217.800049,1205.5,1214.599976,178,1214.599976
1215.300049,1219.5,1210.300049,1214.199951,176,1214.199951
1212.400024,1212.400024,1191,1192.199951,499,1192.199951
1187.699951,1208,1182.800049,1206.699951,415,1206.699951
1209.099976,1211.699951,1205.300049,1211.699951,272,1211.699951
1210.199951,1217.900024,1205.300049,1205.300049,9,1205.300049
1223.900024,1229,1223.900024,1224.599976,19,1224.599976
1223.5,1223.5,1217,1221,186,1221
1229.800049,1234,1227,1229.300049,103,1229.300049
1235.900024,1235.900024,1233.599976,1233.599976,73,1233.599976
1243.699951,1247,1243.699951,1244.099976,250,1244.099976
1242.099976,1243,1236.699951,1240.5,6,1240.5
1237.400024,1238.300049,1232.599976,1238.300049,356,1238.300049
1237.300049,1244,1235.400024,1244,105,1244
1251,1251,1251,1251,48,1251
1244.800049,1244.800049,1244.800049,1244.800049,2,1244.800049
1228,1228.5,1227.900024,1228.5,2,1228.5
1229.400024,1232.699951,1229.400024,1231.199951,71,1231.199951
1230.199951,1230.199951,1227.300049,1229.099976,282,1229.099976
1224.900024,1231,1224.699951,1229.199951,46,1229.199951
1224.300049,1224.300049,1224.300049,1224.300049,631,1224.300049
1213.699951,1214.699951,1195.800049,1198.099976,521,1198.099976
1199.599976,1199.699951,1161.400024,1171.099976,260,1171.099976
1166.400024,1172.300049,1163.099976,1169.400024,60,1169.400024
1166.900024,1171,1165,1167.400024,40,1167.400024
1168.099976,1168.699951,1137.800049,1145.400024,157,1145.400024
1141.099976,1147.5,1137.900024,1142.300049,137,1142.300049
1139.900024,1169.699951,1133,1169.599976,97,1169.599976
1171,1171,1150.699951,1159.599976,40,1159.599976
1155,1170.5,1151.599976,1162.800049,22,1162.800049
1162.5,1168.099976,1157.5,1158.900024,17,1158.900024
1163.699951,1164.5,1155,1161.099976,1047,1161.099976
1155.199951,1191,1148,1185,486,1185
1183.099976,1186.900024,1180.599976,1183,17,1183
1197.099976,1197.099976,1193.900024,1196.699951,2,1196.699951
1196.5,1198.300049,1190.599976,1193.599976,23,1193.599976
1191.800049,1191.900024,1190.699951,1190.699951,3,1190.699951
1191,1202.400024,1189,1197.5,20,1197.5
1197.699951,1197.900024,1195.5,1195.5,17,1195.5
1197.099976,1197.099976,1197.099976,1197.099976,210753,1197.099976
1200.5,1201,1193.699951,1196.599976,75297,1196.599976
NA,NA,NA,NA,NA,NA
1160,1220.400024,1141.699951,1218,5524,1218
1212.300049,1212.300049,1191.300049,1199.199951,1236,1199.199951
1198.099976,1213.699951,1196.099976,1208.5,440,1208.5
1208.199951,1213,1201.599976,1207.5,358,1207.5
1203.099976,1206,1186.699951,1190.099976,560,1190.099976
1190.599976,1207,1187.199951,1194.699951,183,1194.699951
1202,1238,1202,1231.5,314,1231.5
1231.199951,1234.599976,1226.599976,1228.900024,306,1228.900024
1226.599976,1231.199951,1216.199951,1225.099976,264,1225.099976
1227.800049,1227.800049,1216.199951,1222,203,1222
1223.099976,1223.099976,1198.400024,1207.199951,77,1207.199951
1197.199951,1222,1192.699951,1193.900024,223,1193.900024
1198.199951,1199.599976,1184,1194.300049,94,1194.300049
1189.699951,1207.300049,1189.699951,1194.699951,197,1194.699951
1198,1200.800049,1195.900024,1195.900024,96,1195.900024
1198,1198,1172.699951,1179.699951,223,1179.699951
1179.300049,1180.300049,1175,1177.900024,232,1177.900024
NA,NA,NA,NA,NA,NA
1177.199951,1195.300049,1177.199951,1195.300049,124,1195.300049
1186.5,1186.5,1181.300049,1181.699951,180,1181.699951
1181.400024,1210.300049,1181.400024,1200.199951,191,1200.199951
1199.199951,1199.199951,1182.699951,1183.900024,92,1183.900024
1184,1194.5,1169.5,1186,138,1186
1180.300049,1206.900024,1180.099976,1203.900024,470,1203.900024
1203.5,1220,1203.5,1219.300049,97,1219.300049
1219.199951,1219.199951,1210.599976,1210.599976,29,1210.599976
1207,1215.699951,1206.300049,1208.400024,92,1208.400024
1211.099976,1220.199951,1210.300049,1216,43,1216
1224.199951,1234.400024,1219.099976,1232.699951,100,1232.699951
1239.199951,1239.300049,1230.300049,1234.300049,20,1234.300049
1229.599976,1243.800049,1225.599976,1234.400024,21,1234.400024
1231.5,1265,1227.300049,1264.699951,130,1264.699951
1256.099976,1279.699951,1256.099976,1276.900024,44,1276.900024
1278.900024,1297.300049,1273.800049,1294.199951,157,1294.199951
1295.199951,1303.5,1286.699951,1293.699951,78,1293.699951
1293.199951,1302.099976,1283.5,1300.699951,131,1300.699951
1299.800049,1299.800049,1292.599976,1292.599976,23,1292.599976
1289.5,1290.599976,1279.400024,1279.400024,26,1279.400024
1277.199951,1291.699951,1277.199951,1291.699951,20,1291.699951
1285.900024,1286.800049,1285.900024,1285.900024,180387,1285.900024
1283.300049,1285.400024,1251,1254.599976,67983,1254.599976
1258,1284.300049,1257,1278.5,8626,1278.5
1284.099976,1284.099976,1266,1276.199951,1654,1276.199951
1273.5,1284.699951,1255.300049,1259.699951,2380,1259.699951
1262,1271.599976,1256.800049,1263.800049,668,1263.800049
1271.800049,1272.599976,1257.800049,1262,133,1262
1265,1267.599976,1228,1233.900024,432,1233.900024
1237.5,1242.300049,1235.400024,1240.800049,319,1240.800049
1237.5,1245,1231.199951,1231.599976,231,1231.599976
1233.300049,1237.400024,1219,1219,102,1219
1217.900024,1229.800049,1217.900024,1220.099976,99,1220.099976
1222.199951,1232.800049,1222.199951,1226.5,65,1226.5
1227.699951,1234,1203,1208.099976,204,1208.099976
1207.099976,1210.199951,1197.800049,1199.699951,147,1199.699951
1216.5,1220,1205,1207.099976,65,1207.099976
1206.5,1213.099976,1199.099976,1204.400024,51,1204.400024
1201.300049,1203.300049,1191.599976,1200.300049,268,1200.300049
1203.400024,1203.5,1193.800049,1196.900024,151,1196.900024
1204.300049,1204.599976,1201,1201,570,1201
1204.800049,1219,1204.800049,1209.599976,560,1209.599976
1207.699951,1217.800049,1204.5,1212.599976,195,1212.599976
1214.300049,1222.699951,1204.900024,1207.699951,124,1207.699951
1201.5,1212,1195,1204,51,1204
1204.800049,1206.900024,1198,1200.599976,27,1200.599976
1201.699951,1205.400024,1195.900024,1195.900024,29,1195.900024
1195,1195.699951,1163.699951,1164.099976,168,1164.099976
1169.400024,1174.199951,1166.300049,1166.400024,45,1166.400024
1166.400024,1168.400024,1156.5,1160.099976,94,1160.099976
1162,1162,1147.699951,1150.699951,74,1150.699951
1155.400024,1160.5,1149.699951,1152.099976,63,1152.099976
1158.199951,1159.199951,1152.599976,1152.599976,44,1152.599976
1159.699951,1162.300049,1150.099976,1153.300049,56,1153.300049
1153.599976,1158.199951,1144.300049,1148.300049,71,1148.300049
1148.699951,1174.300049,1147,1151.400024,112,1151.400024
1171.599976,1171.599976,1159.300049,1169.099976,39,1169.099976
1171,1185.400024,1171,1184.800049,54,1184.800049
1181.599976,1188,1181.199951,1188,5,1188
1188,1193,1186,1191.699951,411,1191.699951
1192.5,1199.199951,1192.5,1197.300049,11,1197.300049
1198.199951,1213.699951,1198.199951,1205.099976,68,1205.099976
1197,1199.800049,1196.300049,1199.800049,172260,1199.800049
1198,1198.5,1181.599976,1184.800049,37990,1184.800049
1185.800049,1190.099976,1178.199951,1183.099976,3409,1183.099976
1182.900024,1208.199951,1181,1208.099976,1632,1208.099976
1204,1205.699951,1194.800049,1200.900024,1684,1200.900024
1209.900024,1224.199951,1209.900024,1218.599976,343,1218.599976
1214.800049,1214.800049,1208.199951,1210.599976,406,1210.599976
1208.900024,1211.400024,1197.599976,1203.099976,236,1203.099976
1201.699951,1202.5,1193,1193.599976,521,1193.599976
1195.800049,1209.599976,1195.800049,1204.599976,202,1204.599976
1208.099976,1208.099976,1198.300049,1199.300049,424,1199.300049
1198.800049,1200.599976,1184.099976,1192.800049,546,1192.800049
1194.599976,1203.099976,1188.599976,1201.5,196,1201.5
1204.300049,1208.5,1194.599976,1198,199,1198
1200.199951,1206,1200.199951,1202.900024,21,1202.900024
1205.699951,1206.900024,1191,1193.5,67,1193.5
1193.199951,1202.900024,1192.800049,1202.900024,33,1202.900024
1199.099976,1202.599976,1185.199951,1186.900024,93,1186.900024
1187.199951,1197,1186.099976,1194.400024,331,1194.400024
1192.300049,1194.699951,1174.599976,1175.199951,52,1175.199951
1182.300049,1206.699951,1181.400024,1203.300049,194,1203.300049
1199.699951,1214,1199.699951,1214,401,1214
1211.199951,1212.599976,1201.900024,1209.800049,114,1209.800049
1203.099976,1205.900024,1176.699951,1182.400024,143,1182.400024
1178.099976,1178.099976,1170,1174.5,23,1174.5
1177.5,1189.400024,1177.5,1186.800049,38,1186.800049
1187.5,1198.699951,1186.900024,1193.199951,48,1193.199951
1194.5,1194.599976,1189.900024,1190.300049,14,1190.300049
1181.5,1186,1179.699951,1182.400024,44,1182.400024
1183.300049,1189.099976,1182.900024,1189.099976,51,1189.099976
1189.699951,1190.5,1179.300049,1183.199951,26,1183.199951
1194.599976,1194.800049,1189.699951,1192.599976,10,1192.599976
1192.699951,1218.400024,1191,1218.400024,34,1218.400024
1214.5,1225.599976,1214.5,1225.400024,35,1225.400024
1218.5,1225.5,1214.800049,1225.5,12,1225.5
1224.5,1228.099976,1222.599976,1227.800049,8,1227.800049
1223.900024,1223.900024,1206,1206.900024,9,1206.900024
1205.099976,1210.800049,1205.099976,1208.900024,11,1208.900024
1204.5,1204.5,1203.699951,1204.400024,43,1204.400024
1211.599976,1211.900024,1204.300049,1204.300049,8,1204.300049
1193.599976,1193.599976,1186,1187.199951,40,1187.199951
1185.900024,1185.900024,1185.900024,1185.900024,200216,1185.900024
1187.099976,1192,1179.599976,1188.099976,52705,1188.099976
1187.800049,1193.300049,1185.699951,1189.400024,4748,1189.400024
1190.599976,1204,1184.300049,1188.300049,1236,1188.300049
1189,1194.300049,1186,1194.099976,1003,1194.099976
1193.900024,1193.900024,1179.099976,1184.699951,630,1184.699951
1184.900024,1185.300049,1173,1174.900024,447,1174.900024
1176.400024,1177.300049,1164,1167.800049,390,1167.800049
1169.5,1176.099976,1169.099976,1173.199951,173,1173.199951
1172.900024,1180.300049,1172.699951,1177.300049,144,1177.300049
1176.099976,1190.099976,1175.599976,1186.099976,295,1186.099976
1183.199951,1183.199951,1174.400024,1179.900024,69,1179.900024
1180.400024,1181.199951,1176.199951,1178.800049,141,1178.800049
1179.900024,1188.5,1172.699951,1185.300049,102,1185.300049
1186.5,1186.5,1175.900024,1180.5,29,1180.5
1177.599976,1186.300049,1174.900024,1176.400024,168,1176.400024
1183.400024,1202,1183.400024,1201.5,130,1201.5
1199.699951,1203.099976,1199.699951,1201.5,142,1201.5
1197.800049,1197.800049,1182.699951,1183.699951,30,1183.699951
1183.800049,1186,1176.199951,1176.199951,60,1176.199951
1176.599976,1176.599976,1170.699951,1172.599976,263,1172.599976
1175.800049,1175.900024,1171.5,1171.5,95,1171.5
1170.5,1172.900024,1170.5,1172.900024,308,1172.900024
1185.099976,1186,1173.800049,1178.5,174,1178.5
1176.300049,1176.400024,1166.599976,1171.5,223,1171.5
1173.099976,1173.099976,1166.599976,1169,455,1169
1166.400024,1168.099976,1155.5,1163,316,1163
1171.099976,1173,1162.199951,1172.900024,634,1172.900024
1166.800049,1166.800049,1149.5,1152.400024,469,1152.400024
1152.599976,1163.300049,1146.400024,1163.300049,65,1163.300049
1154.800049,1163.599976,1154.800049,1159,65,1159
1160.099976,1161.400024,1157.5,1157.699951,27,1157.699951
1159,1159,1151.199951,1155.199951,14,1155.199951
1157.199951,1157.199951,1153,1153.300049,39,1153.300049
1154,1154,1144.800049,1147.199951,15,1147.199951
1146.199951,1146.199951,1142.900024,1143.800049,14,1143.800049
1144,1144,1130.199951,1131.800049,120,1131.800049
1130.400024,1130.699951,1095.099976,1106.699951,189,1106.699951
1097.099976,1106.400024,1097.099976,1103.400024,118,1103.400024
1093,1095,1086,1091.400024,46,1091.400024
1097.400024,1097.599976,1087.800049,1094,64,1094
1078.599976,1100.699951,1078.599976,1085.599976,52,1085.599976
1100,1102.5,1093.900024,1096.5,19,1096.5
1097.199951,1097.699951,1096.300049,1096.300049,31,1096.300049
1096.400024,1096.900024,1092.699951,1092.699951,159142,1092.699951
1096.099976,1097.5,1081,1088.400024,49298,1088.400024
1087.699951,1102.800049,1079.099976,1094.900024,5700,1094.900024
1095.5,1097.099976,1085,1089.400024,2418,1089.400024
1085.099976,1093.900024,1080.5,1090.699951,1139,1090.699951
1086.5,1090.599976,1082.5,1085.699951,1207,1085.699951
1084.400024,1092.199951,1083.599976,1090.199951,269,1090.199951
1088.900024,1098.300049,1081.699951,1094.099976,614,1094.099976
1093.199951,1107.599976,1089.5,1104.199951,900,1104.199951
1103.800049,1116.699951,1094,1107.599976,997,1107.599976
1106,1124.5,1101.5,1123.199951,797,1123.199951
1124.300049,1124.300049,1113,1115.699951,441,1115.699951
1113.900024,1118.800049,1112.5,1112.900024,908,1112.900024
1113.800049,1122,1113.800049,1118.599976,399,1118.599976
1118.199951,1118.400024,1110,1117.099976,475,1117.099976
1117,1134.300049,1116.800049,1128.099976,348,1128.099976
1132.800049,1153.300049,1132.800049,1153,409,1153
1154.099976,1166.5,1150.5,1159.599976,261,1159.599976
1164,1169,1147.5,1153.400024,299,1153.400024
1151.5,1155.5,1134,1138.199951,217,1138.199951
1139.199951,1143,1119.599976,1124.599976,116,1124.599976
1127.199951,1127.400024,1118.400024,1122.400024,564,1122.400024
1125.300049,1139,1123.599976,1133.099976,279,1133.099976
1131.099976,1134,1124.800049,1131.599976,194,1131.599976
1133.5,1144.699951,1133.5,1138.699951,375,1138.699951
1137.300049,1140.400024,1130.800049,1132.5,201,1132.5
1130.300049,1132.900024,1120.300049,1123.699951,122,1123.699951
1123.400024,1125.199951,1116.199951,1120.599976,51,1120.599976
1119.800049,1124.300049,1116.400024,1120.400024,138,1120.400024
1123.5,1123.5,1102.099976,1102.199951,150,1102.199951
1107.300049,1113.5,1105.5,1109.5,56,1109.5
1110.800049,1111.699951,1098.199951,1103.5,81,1103.5
1107.800049,1108.599976,1104.099976,1107.699951,19,1107.699951
1104.5,1104.5,1102.800049,1102.800049,8,1102.800049
1109.800049,1119.900024,1109.800049,1119.199951,31,1119.199951
1118.599976,1130.5,1117.099976,1117.300049,14,1117.300049
1128.300049,1141.199951,1127.800049,1138.099976,59,1138.099976
1137.599976,1138.5,1130.800049,1133.099976,17,1133.099976
1132.599976,1135,1122.5,1125,43,1125
1128.599976,1132.199951,1128.300049,1131.599976,33,1131.599976
1133,1155.900024,1133,1153.800049,37,1153.800049
1149.800049,1149.800049,1143.400024,1146,56,1146
1133.199951,1133.199951,1132,1132,4346,1132
1132.199951,1134.400024,1124.300049,1127.099976,2417,1127.099976
1124.300049,1126,1112.099976,1115.5,865,1115.5
1115.199951,1119,1113.300049,1114.199951,1181,1114.199951
1112.199951,1141.199951,1105.800049,1137.099976,323,1137.099976
1137.099976,1141.699951,1132.5,1138.099976,226,1138.099976
1136.300049,1150,1136.300049,1146.800049,145,1146.800049
1147.599976,1152.900024,1143,1149,104,1149
1142.699951,1146.699951,1138.699951,1144.699951,138,1144.699951
1151.599976,1157.199951,1151.599976,1156.300049,22,1156.300049
1155.900024,1166.800049,1155.900024,1164.900024,40,1164.900024
1163.5,1166.199951,1154.900024,1165.800049,132,1165.800049
1172.400024,1189,1167.300049,1180.099976,143,1180.099976
1184.199951,1188.300049,1177.800049,1187.900024,143,1187.900024
1182.5,1184.099976,1176.199951,1183.599976,243,1183.599976
1176.5,1177.800049,1169.300049,1173.300049,62,1173.300049
1168.699951,1179.099976,1168.699951,1178,19,1178
1175.900024,1176.400024,1164.900024,1167.599976,41,1167.599976
1166.199951,1168.599976,1163.5,1166.599976,48,1166.599976
1166.199951,1178.699951,1163.300049,1163.300049,38,1163.300049
1165.099976,1170,1163.800049,1167,176,1167
1164.5,1166.800049,1162,1166.800049,302,1166.800049
1175.099976,1182.699951,1175.099976,1177.099976,217,1177.099976
1158,1162,1144.900024,1147.199951,329,1147.199951
1147.5,1147.599976,1139.199951,1141.5,249,1141.5
1137.900024,1138.699951,1132.599976,1135.800049,180,1135.800049
1133.300049,1134.699951,1114.199951,1114.199951,185,1114.199951
1119,1121.900024,1106.5,1106.5,141,1106.5
1107.900024,1110.699951,1104.400024,1104.400024,84,1104.400024
1105.199951,1109.5,1084.800049,1087.599976,78,1087.599976
1088.599976,1088.599976,1087.900024,1087.900024,5,1087.900024
1090.099976,1091.300049,1085,1088.199951,18,1088.199951
1091.400024,1091.400024,1084.199951,1084.699951,15,1084.699951
1086,1086.599976,1080.800049,1080.800049,4,1080.800049
1083.099976,1085.900024,1080.800049,1080.800049,23,1080.800049
1092,1092.400024,1083.699951,1083.699951,11,1083.699951
1075.5,1075.800049,1065.099976,1068.699951,6,1068.699951
1064,1071.900024,1064,1068.800049,5,1068.800049
1077.400024,1082.400024,1077.400024,1078,10,1078
1082.900024,1082.900024,1076.400024,1076.400024,5,1076.400024
1070,1071.5,1066.800049,1066.800049,57,1066.800049
1073.199951,1079.400024,1073.199951,1074.300049,222,1074.300049
1070.199951,1072,1068.5,1070.5,148662,1070.5
1070.699951,1074.199951,1051.099976,1056.199951,52133,1056.199951
1056.5,1068.400024,1052.099976,1065.800049,4601,1065.800049
1064.599976,1074.599976,1063.400024,1063.800049,3441,1063.800049
1068.699951,1069.5,1049.599976,1054.199951,503,1054.199951
1054.400024,1064.599976,1046.199951,1061.699951,1161,1061.699951
1063,1088.800049,1058.699951,1084.5,889,1084.5
1084.900024,1086.5,1067.400024,1076.400024,656,1076.400024
1071,1078.400024,1069.599976,1076.300049,306,1076.300049
1075.099976,1086,1070.599976,1077.599976,386,1077.599976
1073,1076.300049,1071.699951,1073.099976,226,1073.099976
1067.800049,1079.400024,1064.400024,1076.900024,410,1076.900024
1074,1076.699951,1060,1064.699951,509,1064.699951
1064.599976,1066.199951,1061.800049,1062.900024,220,1062.900024
1064.800049,1078.699951,1064.300049,1078,81,1078
1072.599976,1072.599976,1050.5,1050.800049,56,1050.800049
1053.699951,1070.300049,1052.699951,1066.199951,253,1066.199951
1070.199951,1081.900024,1070.199951,1081.900024,26,1081.900024
1078.599976,1078.599976,1073.800049,1074.800049,106,1074.800049
1074.5,1074.800049,1069.400024,1069.400024,202,1069.400024
1074.300049,1077.800049,1073.5,1077.199951,24,1077.199951
1077.900024,1098.800049,1070.5,1070.5,361,1070.5
1079.099976,1079.699951,1077.5,1077.5,252,1077.5
1068.599976,1070.199951,1059.699951,1060.099976,71,1060.099976
1061.900024,1062,1058.5,1060.300049,10,1060.300049
1063.400024,1082.5,1063.199951,1075.099976,143,1075.099976
1075.599976,1081.5,1075.300049,1078.400024,82,1078.400024
1081.599976,1093.699951,1081.599976,1091.900024,52,1091.900024
1091.599976,1109.400024,1091.599976,1107.699951,122,1107.699951
1111.099976,1111.099976,1093,1097.800049,98,1097.800049
1105.699951,1107.900024,1096.5,1096.5,43,1096.5
1093.800049,1098.5,1084,1085.599976,87,1085.599976
1081.5,1093.900024,1081.5,1087.5,50,1087.5
1091.5,1091.5,1073.699951,1073.900024,59,1073.900024
1085,1095.800049,1081.800049,1091.5,44,1091.5
NA,NA,NA,NA,NA,NA
1089.800049,1094.400024,1084.900024,1089.900024,17,1089.900024
1099.800049,1109.800049,1099.800049,1107.099976,30,1107.099976
1103.599976,1103.599976,1094.099976,1099.099976,16,1099.099976
1098,1103.199951,1097.199951,1097.199951,4,1097.199951
1099.300049,1109.300049,1099.300049,1106.199951,8,1106.199951
1115.099976,1121.699951,1114.300049,1121.699951,181,1121.699951
1117.800049,1117.800049,1115.800049,1116.099976,168706,1116.099976
1125.400024,1125.699951,1109.800049,1115.599976,52861,1115.599976
1114.400024,1118.599976,1108.800049,1116.400024,6955,1116.400024
1116.699951,1130,1115.300049,1127.900024,1682,1127.900024
1128.300049,1131.400024,1123,1127.300049,1230,1127.300049
1128.5,1146,1125,1141.300049,1630,1141.300049
1142.5,1157.599976,1141,1157.599976,771,1157.599976
1155.599976,1174.800049,1146,1157.800049,877,1157.800049
1173.5,1200.400024,1165,1197.900024,931,1197.900024
1188.699951,1199.199951,1186.699951,1198.699951,700,1198.699951
1189.800049,1197.699951,1182.099976,1194.699951,671,1194.699951
1205.599976,1260.800049,1204.599976,1247.900024,995,1247.900024
1247.800049,1247.800049,1233.5,1239.099976,250,1239.099976
NA,NA,NA,NA,NA,NA
1233.099976,1233.599976,1193.599976,1207.900024,422,1207.900024
1196.5,1212.900024,1196.5,1211.099976,53,1211.099976
1209.599976,1239.199951,1201.599976,1226.099976,315,1226.099976
1230.800049,1232.800049,1221.800049,1230.400024,76,1230.400024
1226.099976,1226.099976,1203,1209.5,280,1209.5
1207.400024,1226.099976,1207.400024,1222.300049,351,1222.300049
1230,1250.099976,1230,1238.699951,111,1238.699951
1239.400024,1241.5,1235,1238.199951,1349,1238.199951
1232.400024,1239.099976,1212.199951,1219.800049,656,1219.800049
1218.599976,1241,1218.599976,1233.900024,580,1233.900024
1240.5,1248.400024,1229,1230.300049,477,1230.300049
1232.800049,1242.599976,1226,1241.099976,267,1241.099976
1238.400024,1267.900024,1238,1257.400024,123,1257.400024
1263,1279.900024,1250.900024,1269.900024,268,1269.900024
1259.800049,1272.300049,1259.699951,1263.199951,67,1263.199951
1268.699951,1276.300049,1261,1262.099976,43,1262.099976
1254.5,1260,1244.800049,1256.599976,79,1256.599976
1250,1273,1237.5,1272,119,1272
1270,1280.699951,1249.400024,1258.699951,87,1258.699951
1256,1258,1234.5,1244.400024,58,1244.400024
1228.300049,1236,1228,1230.400024,37,1230.400024
1229.5,1263.800049,1228.900024,1229.300049,45,1229.300049
1261.5,1270.099976,1255.900024,1264.5,27,1264.5
1257.099976,1264.400024,1251.5,1253.800049,542,1253.800049
1256.199951,1256.199951,1243.400024,1243.800049,1061,1243.800049
1244,1252.400024,1243.800049,1248.199951,20,1248.199951
1247.699951,1247.699951,1218.599976,1223.699951,28,1223.699951
1214.199951,1221.400024,1214.199951,1221.400024,13,1221.400024
1211.5,1222.199951,1210,1219.900024,33,1219.900024
1217.800049,1235.599976,1217.699951,1235.599976,189732,1235.599976
1241.400024,1245,1223.400024,1226.900024,48248,1226.900024
1225.599976,1239.599976,1224.5,1234.199951,3377,1234.199951
1232.300049,1235.199951,1209.199951,1222.199951,1602,1222.199951
1221.699951,1222.300049,1215,1218,2038,1218
1215.400024,1236.699951,1215.400024,1228.400024,477,1228.400024
1230.400024,1230.400024,1217.599976,1222.5,248,1222.5
1224.800049,1242.900024,1224.599976,1236.199951,375,1236.199951
1241,1242.800049,1232,1242.5,409,1242.5
1241.5,1258.699951,1241.5,1256.699951,437,1256.699951
1260,1261.699951,1253.699951,1259.400024,185,1259.400024
1256.5,1256.900024,1241.300049,1246.800049,203,1246.800049
1231.400024,1243.699951,1224.5,1225,264,1225
1225.699951,1235,1225.699951,1233.099976,97,1233.099976
1238.699951,1241.099976,1232.199951,1233.599976,304,1233.599976
1231.599976,1256.199951,1228.800049,1253,386,1253
1256.099976,1256.099976,1243,1253.199951,180,1253.199951
1247.699951,1270.599976,1247.599976,1249,124,1249
1248.5,1248.5,1228,1228.699951,188,1228.699951
1231.599976,1240.900024,1231.599976,1238.900024,442,1238.900024
1239.800049,1244.199951,1233,1242.199951,97,1242.199951
1248.599976,1249.5,1248.599976,1249.199951,547,1249.199951
1245.900024,1270.099976,1238.5,1265.5,887,1265.5
1267.300049,1295.5,1267.199951,1289.199951,464,1289.199951
1292.099976,1304.400024,1290.400024,1294.699951,192,1294.699951
1292.699951,1301.5,1284.5,1290.699951,151,1290.699951
1286.900024,1290,1273,1273.300049,109,1273.300049
1282.900024,1286,1270.800049,1271.400024,330,1271.400024
1278.599976,1295.599976,1276.900024,1292.900024,305,1292.900024
1286.5,1286.5,1262.300049,1265.599976,341,1265.599976
1265.099976,1267.400024,1258.699951,1263.900024,23,1263.900024
1266.900024,1279.199951,1266.900024,1274.599976,50,1274.599976
1267,1281.199951,1264,1270.300049,101,1270.300049
1271.400024,1275.699951,1264.599976,1271.900024,66,1271.900024
1272.800049,1287.800049,1272.800049,1273.400024,44,1273.400024
1272.5,1281.599976,1270.800049,1276.199951,16,1276.199951
1276.400024,1276.400024,1256.800049,1273.699951,17,1273.699951
1248,1255.5,1247.5,1254.199951,69,1254.199951
1256.599976,1256.599976,1252.400024,1252.400024,44,1252.400024
1251.599976,1251.599976,1247.5,1251.099976,56,1251.099976
1240,1240,1228.199951,1228.900024,20,1228.900024
1219.300049,1223.5,1218.599976,1223.5,5,1223.5
1232.599976,1232.599976,1220.099976,1220.099976,199778,1220.099976
1220.300049,1223.199951,1206.400024,1213.800049,63739,1213.800049
1212.5,1217.599976,1199,1214.800049,6432,1214.800049
1215.699951,1219.800049,1205.400024,1211.900024,2717,1211.900024
1212.400024,1217,1209.599976,1209.800049,1627,1209.800049
1209.099976,1244.5,1206.400024,1240.099976,1622,1240.099976
1244.400024,1247.300049,1240,1244.599976,1135,1244.599976
1244,1244.900024,1236.5,1244.400024,281,1244.400024
1247.599976,1264,1247.300049,1259.800049,406,1259.800049
1262.5,1271.400024,1258.099976,1270.199951,381,1270.199951
1267.599976,1278,1265.300049,1273.400024,397,1273.400024
1276.199951,1287.300049,1273,1284.400024,328,1284.400024
1281.800049,1289.699951,1277.800049,1285.599976,554,1285.599976
1284.599976,1296.199951,1278.800049,1285.800049,162,1285.800049
1296.300049,1316.400024,1281.099976,1296.099976,251,1296.099976
1280.300049,1300.099976,1280.300049,1292.5,129,1292.5
1288.900024,1291.199951,1280.300049,1290,153,1290
1293.900024,1293.900024,1266.300049,1270.5,134,1270.5
1267,1269.199951,1264.900024,1268,53,1268
1263.400024,1270.5,1255.199951,1261.199951,218,1261.199951
1253.699951,1355.599976,1253.699951,1320,694,1320
1330,1331.699951,1320,1322.5,92,1322.5
1314.800049,1315.599976,1314.099976,1315.300049,1072,1315.300049
1311.599976,1327.400024,1311.599976,1323.900024,414,1323.900024
1315.800049,1323.5,1314.5,1318.400024,560,1318.400024
1324.5,1344.199951,1321.900024,1336.699951,137,1336.699951
1342.199951,1356.800049,1339.699951,1356.400024,90,1356.400024
1359,1374.900024,1359,1364.900024,130,1364.900024
1366.800049,1368.599976,1350.5,1360.099976,207,1360.099976
1361.300049,1365.800049,1335,1356.599976,249,1356.599976
1371.699951,1371.800049,1353,1355,26,1355
1353.599976,1356,1330.300049,1334.099976,252,1334.099976
1341.5,1342.400024,1336.699951,1342.400024,7,1342.400024
1341.400024,1341.400024,1322.699951,1331.300049,20,1331.300049
1333.699951,1333.699951,1322.900024,1326.5,52,1326.5
1327.5,1335,1326.199951,1328.400024,54,1328.400024
1328.5,1333.199951,1326.400024,1331.5,322,1331.5
1331,1337.5,1315.5,1318.800049,751,1318.800049
1312.800049,1330.5,1312.800049,1330.5,318,1330.5
1330.699951,1330.699951,1320.400024,1323.099976,55,1323.099976
